ayah_id,word_position,word,root_letters,root_id
33:12,3,لمنفقون,نفق,1706.0
33:12,4,ولذين,,
33:12,5,فى,,
33:12,6,قلوبهم,,
33:12,7,مرض,مرض,1577.0
33:12,8,ما,,
33:12,9,وعدنا,عدن,1096.0
33:12,10,لله,,
33:12,11,ورسوله,رسو,620.0
33:12,12,إلا,,
33:12,13,غرورا,غرو,1199.0
33:13,1,وإذ,,
33:13,2,قالت,,
33:13,3,طائفة,,
33:13,4,منهم,,
33:13,5,يأهل,,
33:13,6,يثرب,ثرب,218.0
33:13,7,لا,,
33:13,8,مقام,,
33:13,9,لكم,,
33:13,10,فرجعوا,فرج,1264.0
33:13,11,ويستـذن,,
33:13,12,فريق,,
33:13,13,منهم,,
33:13,14,لنبى,,
33:13,15,يقولون,قول,1418.0
33:13,16,إن,,
33:13,17,بيوتنا,وتن,1801.0
33:13,18,عورة,عور,1175.0
33:13,19,وما,,
33:13,20,هى,,
33:13,21,بعورة,عور,1175.0
33:13,22,إن,,
33:13,23,يريدون,ريد,680.0
33:13,24,إلا,,
33:13,25,فرارا,,
33:14,1,ولو,,
33:14,2,دخلت,دخل,509.0
33:14,3,عليهم,,
33:14,4,من,,
33:14,5,أقطارها,,
33:14,6,ثم,,
33:14,7,سئلوا,,
33:14,8,لفتنة,فتن,1251.0
33:14,9,لءاتوها,,
33:14,10,وما,,
33:14,11,تلبثوا,لبث,1496.0
33:14,12,بها,,
33:14,13,إلا,,
33:14,14,يسيرا,سير,850.0
33:15,1,ولقد,,
33:15,2,كانوا,,
33:15,3,عهدوا,عهد,1169.0
33:15,4,لله,,
33:15,5,من,,
33:15,6,قبل,قبل,1333.0
33:15,7,لا,,
33:15,8,يولون,لون,1553.0
33:15,9,لأدبر,دبر,500.0
33:15,10,وكان,,
33:15,11,عهد,عهد,1169.0
33:15,12,لله,,
33:15,13,مسـولا,سول,845.0
33:16,1,قل,,
33:16,2,لن,,
33:16,3,ينفعكم,نفع,1704.0
33:16,4,لفرار,,
33:16,5,إن,,
33:16,6,فررتم,فرر,1267.0
33:16,7,من,,
33:16,8,لموت,موت,1613.0
33:16,9,أو,,
33:16,10,لقتل,قتل,1336.0
33:16,11,وإذا,,
33:16,12,لا,,
33:16,13,تمتعون,متع,1558.0
33:16,14,إلا,,
33:16,15,قليلا,ليل,1556.0
33:17,1,قل,,
33:17,2,من,,
33:17,3,ذا,,
33:17,4,لذى,,
33:17,5,يعصمكم,عصم,1127.0
33:17,6,من,,
33:17,7,لله,,
33:17,8,إن,,
33:17,9,أراد,,
33:17,10,بكم,بكم,160.0
33:17,11,سوءا,,
33:17,12,أو,,
33:17,13,أراد,,
33:17,14,بكم,بكم,160.0
33:17,15,رحمة,رحم,606.0
33:17,16,ولا,,
33:17,17,يجدون,دون,550.0
33:17,18,لهم,لهم,1548.0
33:17,19,من,,
33:17,20,دون,دون,550.0
33:17,21,لله,,
33:17,22,وليا,ولي,1865.0
33:17,23,ولا,,
33:17,24,نصيرا,صير,985.0
33:18,1,قد,,
33:18,2,يعلم,علم,1152.0
33:18,3,لله,,
33:18,4,لمعوقين,عوق,1176.0
33:18,5,منكم,,
33:18,6,ولقائلين,,
33:18,7,لإخونهم,خون,493.0
33:18,8,هلم,,
33:18,9,إلينا,,
33:18,10,ولا,,
33:18,11,يأتون,,
33:18,12,لبأس,,
33:18,13,إلا,,
33:18,14,قليلا,ليل,1556.0
33:19,1,أشحة,,
33:19,2,عليكم,,
33:19,3,فإذا,,
33:19,4,جاء,,
33:19,5,لخوف,خوف,491.0
33:19,6,رأيتهم,,
33:19,7,ينظرون,نظر,1687.0
33:19,8,إليك,,
33:19,9,تدور,دور,547.0
33:19,10,أعينهم,عين,1183.0
33:19,11,كلذى,,
33:19,12,يغشى,,
33:19,13,عليه,,
33:19,14,من,,
33:19,15,لموت,موت,1613.0
33:19,16,فإذا,,
33:19,17,ذهب,ذهب,572.0
33:19,18,لخوف,خوف,491.0
33:19,19,سلقوكم,سلق,814.0
33:19,20,بألسنة,لسن,1517.0
33:19,21,حداد,,
33:19,22,أشحة,,
33:19,23,على,,
33:19,24,لخير,,
33:19,25,أولئك,,
33:19,26,لم,,
33:19,27,يؤمنوا,منو,1609.0
33:19,28,فأحبط,حبط,314.0
33:19,29,لله,,
33:19,30,أعملهم,عمل,1158.0
33:19,31,وكان,,
33:19,32,ذلك,,
33:19,33,على,,
33:19,34,لله,,
33:19,35,يسيرا,سير,850.0
33:20,1,يحسبون,حسب,346.0
33:20,2,لأحزاب,,
33:20,3,لم,,
33:20,4,يذهبوا,ذهب,572.0
33:20,5,وإن,,
33:20,6,يأت,,
33:20,7,لأحزاب,,
33:20,8,يودوا,,
33:20,9,لو,,
33:20,10,أنهم,,
33:20,11,بادون,دون,550.0
33:20,12,فى,,
33:20,13,لأعراب,,
33:20,14,يسـلون,لون,1553.0
33:20,15,عن,,
33:20,16,أنبائكم,,
33:20,17,ولو,,
33:20,18,كانوا,,
33:20,19,فيكم,,
33:20,20,ما,,
33:20,21,قتلوا,قتل,1336.0
33:20,22,إلا,,
33:20,23,قليلا,ليل,1556.0
33:21,1,لقد,,
33:21,2,كان,,
33:21,3,لكم,,
33:21,4,فى,,
33:21,5,رسول,رسو,620.0
33:21,6,لله,,
33:21,7,أسوة,,
33:21,8,حسنة,حسن,351.0
33:21,9,لمن,,
33:21,10,كان,,
33:21,11,يرجوا,رجو,601.0
33:21,12,لله,,
33:21,13,وليوم,ولي,1865.0
33:21,14,لءاخر,,
33:21,15,وذكر,ذكر,566.0
33:21,16,لله,,
33:21,17,كثيرا,,
33:22,1,ولما,,
33:22,2,رءا,,
33:22,3,لمؤمنون,منو,1609.0
33:22,4,لأحزاب,,
33:22,5,قالوا,,
33:22,6,هذا,,
33:22,7,ما,,
33:22,8,وعدنا,عدن,1096.0
33:22,9,لله,,
33:22,10,ورسوله,رسو,620.0
33:22,11,وصدق,صدق,942.0
33:22,12,لله,,
33:22,13,ورسوله,رسو,620.0
33:22,14,وما,,
33:22,15,زادهم,دهم,544.0
33:22,16,إلا,,
33:22,17,إيمنا,يمن,1882.0
33:22,18,وتسليما,,
33:23,1,من,,
33:23,2,لمؤمنين,,
33:23,3,رجال,,
33:23,4,صدقوا,صدق,942.0
33:23,5,ما,,
33:23,6,عهدوا,عهد,1169.0
33:23,7,لله,,
33:23,8,عليه,,
33:23,9,فمنهم,,
33:23,10,من,,
33:23,11,قضى,قضى,1379.0
33:23,12,نحبه,نحب,1638.0
33:23,13,ومنهم,,
33:23,14,من,,
33:23,15,ينتظر,,
33:23,16,وما,,
33:23,17,بدلوا,دلو,532.0
33:23,18,تبديلا,,
33:24,1,ليجزى,جزى,270.0
33:24,2,لله,,
33:24,3,لصدقين,صدق,942.0
33:24,4,بصدقهم,صدق,942.0
33:24,5,ويعذب,عذب,1098.0
33:24,6,لمنفقين,نفق,1706.0
33:24,7,إن,,
33:24,8,شاء,,
33:24,9,أو,,
33:24,10,يتوب,توب,206.0
33:24,11,عليهم,,
33:24,12,إن,,
33:24,13,لله,,
33:24,14,كان,,
33:24,15,غفورا,فور,1319.0
33:24,16,رحيما,,
33:25,1,ورد,ورد,1819.0
33:25,2,لله,,
33:25,3,لذين,,
33:25,4,كفروا,كفر,1462.0
33:25,5,بغيظهم,غيظ,1242.0
33:25,6,لم,,
33:25,7,ينالوا,,
33:25,8,خيرا,,
33:25,9,وكفى,كفى,1465.0
33:25,10,لله,,
33:25,11,لمؤمنين,,
33:25,12,لقتال,,
33:25,13,وكان,,
33:25,14,لله,,
33:25,15,قويا,,
33:25,16,عزيزا,,
33:26,1,وأنزل,نزل,1656.0
33:26,2,لذين,,
33:26,3,ظهروهم,,
33:26,4,من,,
33:26,5,أهل,,
33:26,6,لكتب,كتب,1429.0
33:26,7,من,,
33:26,8,صياصيهم,,
33:26,9,وقذف,قذف,1348.0
33:26,10,فى,,
33:26,11,قلوبهم,,
33:26,12,لرعب,رعب,630.0
33:26,13,فريقا,,
33:26,14,تقتلون,قتل,1336.0
33:26,15,وتأسرون,سرو,780.0
33:26,16,فريقا,,
33:27,1,وأورثكم,ورث,1818.0
33:27,2,أرضهم,,
33:27,3,وديرهم,,
33:27,4,وأمولهم,مول,1615.0
33:27,5,وأرضا,,
33:27,6,لم,,
33:27,7,تطـوها,,
33:27,8,وكان,,
33:27,9,لله,,
33:27,10,على,,
33:27,11,كل,,
33:27,12,شىء,,
33:27,13,قديرا,,
33:28,1,يأيها,,
33:28,2,لنبى,,
33:28,3,قل,,
33:28,4,لأزوجك,زوج,727.0
33:28,5,إن,,
33:28,6,كنتن,,
33:28,7,تردن,,
33:28,8,لحيوة,,
33:28,9,لدنيا,لدن,1510.0
33:28,10,وزينتها,زين,735.0
33:28,11,فتعالين,,
33:28,12,أمتعكن,متع,1558.0
33:28,13,وأسرحكن,سرح,770.0
33:28,14,سراحا,,
33:28,15,جميلا,ميل,1619.0
33:29,1,وإن,,
33:29,2,كنتن,,
33:29,3,تردن,,
33:29,4,لله,,
33:29,5,ورسوله,رسو,620.0
33:29,6,ولدار,ولد,1864.0
33:29,7,لءاخرة,,
33:29,8,فإن,,
33:29,9,لله,,
33:29,10,أعد,,
33:29,11,للمحسنت,لمح,1541.0
33:29,12,منكن,,
33:29,13,أجرا,,
33:29,14,عظيما,,
33:30,1,ينساء,,
33:30,2,لنبى,,
33:30,3,من,,
33:30,4,يأت,,
33:30,5,منكن,,
33:30,6,بفحشة,فحش,1257.0
33:30,7,مبينة,,
33:30,8,يضعف,ضعف,1002.0
33:30,9,لها,,
33:30,10,لعذاب,,
33:30,11,ضعفين,ضعف,1002.0
33:30,12,وكان,,
33:30,13,ذلك,,
33:30,14,على,,
33:30,15,لله,,
33:30,16,يسيرا,سير,850.0
33:31,1,ومن,,
33:31,2,يقنت,يقن,1880.0
33:31,3,منكن,,
33:31,4,لله,,
33:31,5,ورسوله,رسو,620.0
33:31,6,وتعمل,عمل,1158.0
33:31,7,صلحا,صلح,964.0
33:31,8,نؤتها,,
33:31,9,أجرها,,
33:31,10,مرتين,تين,208.0
33:31,11,وأعتدنا,عتد,1080.0
33:31,12,لها,,
33:31,13,رزقا,رزق,616.0
33:31,14,كريما,,
33:32,1,ينساء,,
33:32,2,لنبى,,
33:32,3,لستن,,
33:32,4,كأحد,,
33:32,5,من,,
33:32,6,لنساء,,
33:32,7,إن,,
33:32,8,تقيتن,,
33:32,9,فلا,,
33:32,10,تخضعن,خضع,458.0
33:32,11,بلقول,قول,1418.0
33:32,12,فيطمع,طمع,1047.0
33:32,13,لذى,,
33:32,14,فى,,
33:32,15,قلبه,قلب,1393.0
33:32,16,مرض,مرض,1577.0
33:32,17,وقلن,,
33:32,18,قولا,قول,1418.0
33:32,19,معروفا,عرو,1108.0
33:33,1,وقرن,قرن,1360.0
33:33,2,فى,,
33:33,3,بيوتكن,,
33:33,4,ولا,,
33:33,5,تبرجن,تبر,186.0
33:33,6,تبرج,برج,108.0
33:33,7,لجهلية,جهل,299.0
33:33,8,لأولى,,
33:33,9,وأقمن,,
33:33,10,لصلوة,صلو,967.0
33:33,11,وءاتين,تين,208.0
33:33,12,لزكوة,زكو,709.0
33:33,13,وأطعن,طعن,1034.0
33:33,14,لله,,
33:33,15,ورسوله,رسو,620.0
33:33,16,إنما,,
33:33,17,يريد,ريد,680.0
33:33,18,لله,,
33:33,19,ليذهب,ذهب,572.0
33:33,20,عنكم,عنك,1166.0
33:33,21,لرجس,رجس,596.0
33:33,22,أهل,,
33:33,23,لبيت,بيت,180.0
33:33,24,ويطهركم,ركم,657.0
33:33,25,تطهيرا,,
33:34,1,وذكرن,ذكر,566.0
33:34,2,ما,,
33:34,3,يتلى,,
33:34,4,فى,,
33:34,5,بيوتكن,,
33:34,6,من,,
33:34,7,ءايت,,
33:34,8,لله,,
33:34,9,ولحكمة,حكم,377.0
33:34,10,إن,,
33:34,11,لله,,
33:34,12,كان,,
33:34,13,لطيفا,,
33:34,14,خبيرا,,
33:35,1,إن,,
33:35,2,لمسلمين,لمس,1543.0
33:35,3,ولمسلمت,لمس,1543.0
33:35,4,ولمؤمنين,,
33:35,5,ولمؤمنت,,
33:35,6,ولقنتين,قنت,1407.0
33:35,7,ولقنتت,قنت,1407.0
33:35,8,ولصدقين,صدق,942.0
33:35,9,ولصدقت,صدق,942.0
33:35,10,ولصبرين,صبر,928.0
33:35,11,ولصبرت,صبر,928.0
33:35,12,ولخشعين,خشع,450.0
33:35,13,ولخشعت,خشع,450.0
33:35,14,ولمتصدقين,صدق,942.0
33:35,15,ولمتصدقت,صدق,942.0
33:35,16,ولصئمين,,
33:35,17,ولصئمت,,
33:35,18,ولحفظين,لحف,1504.0
33:35,19,فروجهم,وجه,1809.0
33:35,20,ولحفظت,لحف,1504.0
33:35,21,ولذكرين,ذكر,566.0
33:35,22,لله,,
33:35,23,كثيرا,,
33:35,24,ولذكرت,ذكر,566.0
33:35,25,أعد,,
33:35,26,لله,,
33:35,27,لهم,لهم,1548.0
33:35,28,مغفرة,غفر,1215.0
33:35,29,وأجرا,,
33:35,30,عظيما,,
33:36,1,وما,,
33:36,2,كان,,
33:36,3,لمؤمن,,
33:36,4,ولا,,
33:36,5,مؤمنة,,
33:36,6,إذا,,
33:36,7,قضى,قضى,1379.0
33:36,8,لله,,
33:36,9,ورسوله,رسو,620.0
33:36,10,أمرا,,
33:36,11,أن,,
33:36,12,يكون,كون,1489.0
33:36,13,لهم,لهم,1548.0
33:36,14,لخيرة,,
33:36,15,من,,
33:36,16,أمرهم,,
33:36,17,ومن,,
33:36,18,يعص,,
33:36,19,لله,,
33:36,20,ورسوله,رسو,620.0
33:36,21,فقد,فقد,1298.0
33:36,22,ضل,,
33:36,23,ضللا,ضلل,1009.0
33:36,24,مبينا,,
33:37,1,وإذ,,
33:37,2,تقول,قول,1418.0
33:37,3,للذى,,
33:37,4,أنعم,نعم,1693.0
33:37,5,لله,,
33:37,6,عليه,,
33:37,7,وأنعمت,نعم,1693.0
33:37,8,عليه,,
33:37,9,أمسك,مسك,1586.0
33:37,10,عليك,,
33:37,11,زوجك,زوج,727.0
33:37,12,وتق,,
33:37,13,لله,,
33:37,14,وتخفى,,
33:37,15,فى,,
33:37,16,نفسك,نفس,1702.0
33:37,17,ما,,
33:37,18,لله,,
33:37,19,مبديه,,
33:37,20,وتخشى,,
33:37,21,لناس,,
33:37,22,ولله,,
33:37,23,أحق,,
33:37,24,أن,,
33:37,25,تخشىه,,
33:37,26,فلما,,
33:37,27,قضى,قضى,1379.0
33:37,28,زيد,زيد,733.0
33:37,29,منها,,
33:37,30,وطرا,وطر,1841.0
33:37,31,زوجنكها,زوج,727.0
33:37,32,لكى,,
33:37,33,لا,,
33:37,34,يكون,كون,1489.0
33:37,35,على,,
33:37,36,لمؤمنين,,
33:37,37,حرج,حرج,332.0
33:37,38,فى,,
33:37,39,أزوج,زوج,727.0
33:37,40,أدعيائهم,,
33:37,41,إذا,,
33:37,42,قضوا,,
33:37,43,منهن,,
33:37,44,وطرا,وطر,1841.0
33:37,45,وكان,,
33:37,46,أمر,,
33:37,47,لله,,
33:37,48,مفعولا,عول,1177.0
33:38,1,ما,,
33:38,2,كان,,
33:38,3,على,,
33:38,4,لنبى,,
33:38,5,من,,
33:38,6,حرج,حرج,332.0
33:38,7,فيما,,
33:38,8,فرض,فرض,1269.0
33:38,9,لله,,
33:38,10,له,,
33:38,11,سنة,,
33:38,12,لله,,
33:38,13,فى,,
33:38,14,لذين,,
33:38,15,خلوا,خلو,475.0
33:38,16,من,,
33:38,17,قبل,قبل,1333.0
33:38,18,وكان,,
33:38,19,أمر,,
33:38,20,لله,,
33:38,21,قدرا,قدر,1343.0
33:38,22,مقدورا,قدو,1346.0
33:39,1,لذين,,
33:39,2,يبلغون,بلغ,165.0
33:39,3,رسلت,رسل,619.0
33:39,4,لله,,
33:39,5,ويخشونه,خشو,451.0
33:39,6,ولا,,
33:39,7,يخشون,خشو,451.0
33:39,8,أحدا,,
33:39,9,إلا,,
33:39,10,لله,,
33:39,11,وكفى,كفى,1465.0
33:39,12,بلله,بلل,166.0
33:39,13,حسيبا,سيب,848.0
33:40,1,ما,,
33:40,2,كان,,
33:40,3,محمد,حمد,385.0
33:40,4,أبا,,
33:40,5,أحد,,
33:40,6,من,,
33:40,7,رجالكم,,
33:40,8,ولكن,,
33:40,9,رسول,رسو,620.0
33:40,10,لله,,
33:40,11,وخاتم,,
33:40,12,لنبين,,
33:40,13,وكان,,
33:40,14,لله,,
33:40,15,بكل,,
33:40,16,شىء,,
33:40,17,عليما,,
33:41,1,يأيها,,
33:41,2,لذين,,
33:41,3,ءامنوا,منو,1609.0
33:41,4,ذكروا,ذكر,566.0
33:41,5,لله,,
33:41,6,ذكرا,ذكر,566.0
33:41,7,كثيرا,,
33:42,1,وسبحوه,سبح,741.0
33:42,2,بكرة,بكر,158.0
33:42,3,وأصيلا,,
33:43,1,هو,هو,1783.0
33:43,2,لذى,,
33:43,3,يصلى,,
33:43,4,عليكم,,
33:43,5,وملئكته,,
33:43,6,ليخرجكم,خرج,433.0
33:43,7,من,,
33:43,8,لظلمت,ظلم,1066.0
33:43,9,إلى,,
33:43,10,لنور,نور,1737.0
33:43,11,وكان,,
33:43,12,بلمؤمنين,,
33:43,13,رحيما,,
33:44,1,تحيتهم,,
33:44,2,يوم,يوم,1884.0
33:44,3,يلقونه,,
33:44,4,سلم,سلم,817.0
33:44,5,وأعد,,
33:44,6,لهم,لهم,1548.0
33:44,7,أجرا,,
33:44,8,كريما,,
33:45,1,يأيها,,
33:45,2,لنبى,,
33:45,3,إنا,,
33:45,4,أرسلنك,رسل,619.0
33:45,5,شهدا,شهد,911.0
33:45,6,ومبشرا,بشر,128.0
33:45,7,ونذيرا,,
33:46,1,وداعيا,,
33:46,2,إلى,,
33:46,3,لله,,
33:46,4,بإذنه,,
33:46,5,وسراجا,,
33:46,6,منيرا,,
33:47,1,وبشر,بشر,128.0
33:47,2,لمؤمنين,,
33:47,3,بأن,,
33:47,4,لهم,لهم,1548.0
33:47,5,من,,
33:47,6,لله,,
33:47,7,فضلا,فضل,1291.0
33:47,8,كبيرا,,
33:48,1,ولا,,
33:48,2,تطع,,
33:48,3,لكفرين,كفر,1462.0
33:48,4,ولمنفقين,نفق,1706.0
33:48,5,ودع,ودع,1814.0
33:48,6,أذىهم,,
33:48,7,وتوكل,وكل,1862.0
33:48,8,على,,
33:48,9,لله,,
33:48,10,وكفى,كفى,1465.0
33:48,11,بلله,بلل,166.0
33:48,12,وكيلا,كيل,1492.0
33:49,1,يأيها,,
33:49,2,لذين,,
33:49,3,ءامنوا,منو,1609.0
33:49,4,إذا,,
33:49,5,نكحتم,نكح,1719.0
33:49,6,لمؤمنت,,
33:49,7,ثم,,
33:49,8,طلقتموهن,طلق,1043.0
33:49,9,من,,
33:49,10,قبل,قبل,1333.0
33:49,11,أن,,
33:49,12,تمسوهن,وهن,1869.0
33:49,13,فما,,
33:49,14,لكم,,
33:49,15,عليهن,,
33:49,16,من,,
33:49,17,عدة,,
33:49,18,تعتدونها,عتد,1080.0
33:49,19,فمتعوهن,متع,1558.0
33:49,20,وسرحوهن,سرح,770.0
33:49,21,سراحا,,
33:49,22,جميلا,ميل,1619.0
33:50,1,يأيها,,
33:50,2,لنبى,,
33:50,3,إنا,,
33:50,4,أحللنا,حلل,381.0
33:50,5,لك,,
33:50,6,أزوجك,زوج,727.0
33:50,7,لتى,,
33:50,8,ءاتيت,,
33:50,9,أجورهن,جور,304.0
33:50,10,وما,,
33:50,11,ملكت,ملك,1605.0
33:50,12,يمينك,,
33:50,13,مما,,
33:50,14,أفاء,,
33:50,15,لله,,
33:50,16,عليك,,
33:50,17,وبنات,,
33:50,18,عمك,,
33:50,19,وبنات,,
33:50,20,عمتك,,
33:50,21,وبنات,,
33:50,22,خالك,,
33:50,23,وبنات,,
33:50,24,خلتك,,
33:50,25,لتى,,
33:50,26,هاجرن,,
33:50,27,معك,,
33:50,28,ومرأة,,
33:50,29,مؤمنة,,
33:50,30,إن,,
33:50,31,وهبت,وهب,1867.0
33:50,32,نفسها,نفس,1702.0
33:50,33,للنبى,,
33:50,34,إن,,
33:50,35,أراد,,
33:50,36,لنبى,,
33:50,37,أن,,
33:50,38,يستنكحها,نكح,1719.0
33:50,39,خالصة,,
33:50,40,لك,,
33:50,41,من,,
33:50,42,دون,دون,550.0
33:50,43,لمؤمنين,,
33:50,44,قد,,
33:50,45,علمنا,علم,1152.0
33:50,46,ما,,
33:50,47,فرضنا,فرض,1269.0
33:50,48,عليهم,,
33:50,49,فى,,
33:50,50,أزوجهم,زوج,727.0
33:50,51,وما,,
33:50,52,ملكت,ملك,1605.0
33:50,53,أيمنهم,يمن,1882.0
33:50,54,لكيلا,كيل,1492.0
33:50,55,يكون,كون,1489.0
33:50,56,عليك,,
33:50,57,حرج,حرج,332.0
33:50,58,وكان,,
33:50,59,لله,,
33:50,60,غفورا,فور,1319.0
33:50,61,رحيما,,
33:51,1,ترجى,,
33:51,2,من,,
33:51,3,تشاء,,
33:51,4,منهن,,
33:51,5,وتـوى,,
33:51,6,إليك,,
33:51,7,من,,
33:51,8,تشاء,,
33:51,9,ومن,,
33:51,10,بتغيت,,
33:51,11,ممن,,
33:51,12,عزلت,عزل,1113.0
33:51,13,فلا,,
33:51,14,جناح,,
33:51,15,عليك,,
33:51,16,ذلك,,
33:51,17,أدنى,,
33:51,18,أن,,
33:51,19,تقر,,
33:51,20,أعينهن,عين,1183.0
33:51,21,ولا,,
33:51,22,يحزن,حزن,345.0
33:51,23,ويرضين,,
33:51,24,بما,,
33:51,25,ءاتيتهن,,
33:51,26,كلهن,,
33:51,27,ولله,,
33:51,28,يعلم,علم,1152.0
33:51,29,ما,,
33:51,30,فى,,
33:51,31,قلوبكم,بكم,160.0
33:51,32,وكان,,
33:51,33,لله,,
33:51,34,عليما,,
33:51,35,حليما,,
33:52,1,لا,,
33:52,2,يحل,,
33:52,3,لك,,
33:52,4,لنساء,,
33:52,5,من,,
33:52,6,بعد,بعد,143.0
33:52,7,ولا,,
33:52,8,أن,,
33:52,9,تبدل,بدل,102.0
33:52,10,بهن,,
33:52,11,من,,
33:52,12,أزوج,زوج,727.0
33:52,13,ولو,,
33:52,14,أعجبك,عجب,1087.0
33:52,15,حسنهن,حسن,351.0
33:52,16,إلا,,
33:52,17,ما,,
33:52,18,ملكت,ملك,1605.0
33:52,19,يمينك,,
33:52,20,وكان,,
33:52,21,لله,,
33:52,22,على,,
33:52,23,كل,,
33:52,24,شىء,,
33:52,25,رقيبا,,
33:53,1,يأيها,,
33:53,2,لذين,,
33:53,3,ءامنوا,منو,1609.0
33:53,4,لا,,
33:53,5,تدخلوا,دخل,509.0
33:53,6,بيوت,,
33:53,7,لنبى,,
33:53,8,إلا,,
33:53,9,أن,,
33:53,10,يؤذن,,
33:53,11,لكم,,
33:53,12,إلى,,
33:53,13,طعام,,
33:53,14,غير,غير,1240.0
33:53,15,نظرين,نظر,1687.0
33:53,16,إنىه,,
33:53,17,ولكن,,
33:53,18,إذا,,
33:53,19,دعيتم,يتم,1875.0
33:53,20,فدخلوا,دخل,509.0
33:53,21,فإذا,,
33:53,22,طعمتم,طعم,1033.0
33:53,23,فنتشروا,,
33:53,24,ولا,,
33:53,25,مستـنسين,سين,852.0
33:53,26,لحديث,لحد,1503.0
33:53,27,إن,,
33:53,28,ذلكم,,
33:53,29,كان,,
33:53,30,يؤذى,,
33:53,31,لنبى,,
33:53,32,فيستحى,,
33:53,33,منكم,,
33:53,34,ولله,,
33:53,35,لا,,
33:53,36,يستحى,,
33:53,37,من,,
33:53,38,لحق,لحق,1505.0
33:53,39,وإذا,,
33:53,40,سألتموهن,وهن,1869.0
33:53,41,متعا,متع,1558.0
33:53,42,فسـلوهن,وهن,1869.0
33:53,43,من,,
33:53,44,وراء,,
33:53,45,حجاب,,
33:53,46,ذلكم,,
33:53,47,أطهر,,
33:53,48,لقلوبكم,بكم,160.0
33:53,49,وقلوبهن,,
33:53,50,وما,,
33:53,51,كان,,
33:53,52,لكم,,
33:53,53,أن,,
33:53,54,تؤذوا,,
33:53,55,رسول,رسو,620.0
33:53,56,لله,,
33:53,57,ولا,,
33:53,58,أن,,
33:53,59,تنكحوا,نكح,1719.0
33:53,60,أزوجه,زوج,727.0
33:53,61,من,,
33:53,62,بعده,بعد,143.0
33:53,63,أبدا,,
33:53,64,إن,,
33:53,65,ذلكم,,
33:53,66,كان,,
33:53,67,عند,عند,1164.0
33:53,68,لله,,
33:53,69,عظيما,,
33:54,1,إن,,
33:54,2,تبدوا,بدو,104.0
33:54,3,شيـا,,
33:54,4,أو,,
33:54,5,تخفوه,خفو,467.0
33:54,6,فإن,,
33:54,7,لله,,
33:54,8,كان,,
33:54,9,بكل,,
33:54,10,شىء,,
33:54,11,عليما,,
33:55,1,لا,,
33:55,2,جناح,,
33:55,3,عليهن,,
33:55,4,فى,,
33:55,5,ءابائهن,,
33:55,6,ولا,,
33:55,7,أبنائهن,,
33:55,8,ولا,,
33:55,9,إخونهن,خون,493.0
33:55,10,ولا,,
33:55,11,أبناء,,
33:55,12,إخونهن,خون,493.0
33:55,13,ولا,,
33:55,14,أبناء,,
33:55,15,أخوتهن,,
33:55,16,ولا,,
33:55,17,نسائهن,,
33:55,18,ولا,,
33:55,19,ما,,
33:55,20,ملكت,ملك,1605.0
33:55,21,أيمنهن,يمن,1882.0
33:55,22,وتقين,,
33:55,23,لله,,
33:55,24,إن,,
33:55,25,لله,,
33:55,26,كان,,
33:55,27,على,,
33:55,28,كل,,
33:55,29,شىء,,
33:55,30,شهيدا,,
33:56,1,إن,,
33:56,2,لله,,
33:56,3,وملئكته,,
33:56,4,يصلون,صلو,967.0
33:56,5,على,,
33:56,6,لنبى,,
33:56,7,يأيها,,
33:56,8,لذين,,
33:56,9,ءامنوا,منو,1609.0
33:56,10,صلوا,صلو,967.0
33:56,11,عليه,,
33:56,12,وسلموا,وسل,1828.0
33:56,13,تسليما,,
33:57,1,إن,,
33:57,2,لذين,,
33:57,3,يؤذون,,
33:57,4,لله,,
33:57,5,ورسوله,رسو,620.0
33:57,6,لعنهم,لعن,1524.0
33:57,7,لله,,
33:57,8,فى,,
33:57,9,لدنيا,لدن,1510.0
33:57,10,ولءاخرة,,
33:57,11,وأعد,,
33:57,12,لهم,لهم,1548.0
33:57,13,عذابا,,
33:57,14,مهينا,,
33:58,1,ولذين,,
33:58,2,يؤذون,,
33:58,3,لمؤمنين,,
33:58,4,ولمؤمنت,,
33:58,5,بغير,غير,1240.0
33:58,6,ما,,
33:58,7,كتسبوا,,
33:58,8,فقد,فقد,1298.0
33:58,9,حتملوا,حتم,318.0
33:58,10,بهتنا,,
33:58,11,وإثما,,
33:58,12,مبينا,,
33:59,1,يأيها,,
33:59,2,لنبى,,
33:59,3,قل,,
33:59,4,لأزوجك,زوج,727.0
33:59,5,وبناتك,,
33:59,6,ونساء,,
33:59,7,لمؤمنين,,
33:59,8,يدنين,,
33:59,9,عليهن,,
33:59,10,من,,
33:59,11,جلبيبهن,جلب,280.0
33:59,12,ذلك,,
33:59,13,أدنى,,
33:59,14,أن,,
33:59,15,يعرفن,عرف,1106.0
33:59,16,فلا,,
33:59,17,يؤذين,,
33:59,18,وكان,,
33:59,19,لله,,
33:59,20,غفورا,فور,1319.0
33:59,21,رحيما,,
33:60,1,لئن,,
33:60,2,لم,,
33:60,3,ينته,,
33:60,4,لمنفقون,نفق,1706.0
33:60,5,ولذين,,
33:60,6,فى,,
33:60,7,قلوبهم,,
33:60,8,مرض,مرض,1577.0
33:60,9,ولمرجفون,مرج,1574.0
33:60,10,فى,,
33:60,11,لمدينة,دين,551.0
33:60,12,لنغرينك,رين,683.0
