root_id,root_letters,description,category
1418,قول,حمل اللطيف المتسيب وضبطه والتحكم في إخراجه,ق ل
1419,قوم,انتصاب الشيء إلى أعلى ثابتًا,ق م
1420,قوو,شدة في الأثناء بالالتئام أو الالتواء مع امتداد,ق و
1421,قيض,فراغ في أثناء الشيء الصلب أو الغليظ,ق ض
1422,قيل,زوال إلى مقر (مؤقت),ق ل
1423,كأس,غؤور شديد في شيء شديد التماسك,ك س
1424,كأكأ,ضغط شديد يجعل الشيء يتراجع عن الانتشار ويرتد,ك أ
1425,كبب,قلب الشيء على وجهه ويلزمه انصباب محتواه متجمعًا,ك ب
1426,كبت,قلب أو صدٌّ تام بصدم ورغم عن الوجهة الطبيعية,ك ب
1427,كبد,اشتداد ما شأنه التسيب، وجموده متماسكًا كقطعة الأرض الصُلبة,ك ب
1428,كبر,نمو حجم الشيء أو زيادته,ك ب
1429,كتب,إلصاق بدقة وقوة,ك ت
1430,كتت,انحصار جِرْم الشيء ودقته، أي عدم امتداده,ك ت
1431,كتم,منع تسرّب ما يمتلئ به باطن الشيء بسد منافذ خروجه,ك ت
1432,كثب,تجمُّع ما مادته أجرام دقيقة متسيبة في كومة أو تجمع محدود,ك ث
1433,كثث,كثافة الأشياء الدقيقة الخارجة من شيء بحيث تكوّن طبقة على ظاهره,ك ث
1434,كثر,زيادة عدد أفراد الشيء (وهي ضد القلة),ك ث
1435,كدح,كشط من ظاهر الشيء بحكه بخشِن أو محدد صلب,ك د
1436,كدد,قشر ما هو شديد اللصوق والامتساك بالحك الشديد أو نحوه,ك د
1437,كدر,انقلاع الغليظ الراسخ أو انقطاعه، مفارقًا مقره,ك د
1438,كدى,صلابة الشيء المتجمع كتلة بحيث لا ينفذ فيه شيء,ك د
1439,كذب,نقص الحدة والشدة الجارية في الشيء أو المتوقعة منه,ك ذ
1440,كذذ,خَوَر الشيء الظاهر الصلابة أي خلو أثنائه,ك ذ
1441,كرب,عُرُوٌّ كثيف يُقرِّب الوصول أو الاتصال,ك ر
1442,كرر,معاودة الشيء إتيانًا أو انتقالًا إليه، مرة بعد أخرى لتحصيله,ك ر
1443,كرس,تراكم الشيء متلازبًا طبقات حتى يعلو,ك ر
1444,كرم,رقة الشيء المتجمع ونقاؤه أو صفاؤه مع قبول النفس له,ك ر
1445,كرهـ,صَدٌّ وردٌّ عن الغَوْر بالنتوء، أو الاندفاع إلى الأمام,ك ر
1446,كزز,شدة انقباض الشيء وتداخله فيصلب جدًا,ك ز
1447,كسب,جمع الشيء وتحصيله شيئًا بعد شيء بجهد,ك س
1448,كسد,جمود الأشياء المتفرقة وتكدسها بحيث لا تتسيب,ك س
1449,كسس,نقص نتوء الشيء عن المعتاد أو المتوقع,ك س
1450,كسف,قطع وإبانة لجزء من شيء عريض أو دقيق متماسك,ك س
1451,كسل,ارتخاء الممتد الدقيق الذي شأنه أن يكون شديد التوتر,ك س
1452,كسو,ستر الشيء وتغطيته شمولًا بما هو كالغشاء,ك س
1453,كشش,خَروج شيء لطيف الجرم من الأثناء بانتشار,ك ش
1454,كشط,نزع الغطاء الذي ينتشر على الشيء لازقًا به,ك ش
1455,كشف,تنحي ما شأنه أن يغطي من ظاهر الشيء فيظهر ما تحته,ك ش
1456,كظظ,امتلاء البطن ونحوها امتلاء شديدًا بغليظ نفذ إليها,ك ظ
1457,كظم,سد فتحة الشيء سدًا حينيا على ما في باطنه,ك ظ
1458,كعب,تكتل الشيء وتجمده ناتئًا عما حوله,ك ع
1459,كعع,توقف وتحبس عن مواصلة الإقدام,ك ع
1460,كفأ,الانطباق تغطية للجانب الخلفي المكشوف من الشيء بقدره,ك ف
1461,كفت,قبض الشيء وضمه في حيز أو وعاء بدقة وقوة,ك ف
1462,كفر,تغطية تامة كثيفة لا يظهر معها شيء من المغطى,ك ف
1463,كفف,قبض الطرف المنتشر وثنيه ورده فلا ينتشر,ك ف
1464,كفل,الادعام على الشطر الخلفي من الشيء,ك ف
1465,كفى,بلوغ الامتلاء أو النمو إلى الكمال المناسب دون زيادة,ك ف
1466,كلأ,ما يحوزه باطن الحي مما هو قوامه ويلزم منه حفظه,ك ل
1467,كلب,العض على الشيء والإمساك به شديدًا لا يفلت,ك ل
1468,كلح,قلوص لحم الفم وانقباضه كاشفا عما يبطنه من أسنان,ك ل
1469,كلف,عُرُوٌّ كثيف غريب ظاهر الشيء لازمًا له,ك ل
1470,كلل,تجمع الشيء على ذاته؛ فيغلظ ويثخن بلا حدة,ك ل
1471,كلم,اتصال مادة الشيء وتداخلها تداخلًا يبلغ العمق مع غلظ أو حدة,ك ل
1472,كلو,انثناء بعض الشيء على بعضه,ك ل
1473,كمل,التركيب يعبر عن تمام الشيء تجمعًا (من كم) ودوامًا وطولًا (من اللام),ك م
1474,كمم,تغليف الشيء بما يضمه محيطًا به,ك م
1475,كمهـ,ذهاب قوة ما يضمه الشيء (تضام على فراغ),ك م
1476,كند,حبس الشيء ما في باطنه؛ فلا يبرز منه,ك ن
1477,كنز,حفظ الشيء في باطن يُمسكه ويستره ويلزمه امتلاء الباطن,ك ن
1478,كنس,تنحي ما كان ظاهرًا إلى جوف كِنٍّ يستره,ك ن
1479,كنن,الستر في تجوُّف متين يستر أو يحمي,ك ن
1480,كهـف,تجوف واسع في جرم شديد مع فراغ,ك هـ
1481,كهـل,بلوغ الحي أقصى طوله وقوته بخروج مذخور طاقته نموًا,ك هـ
1482,كهـن,إبراز لطيف مستكن في الباطن أو الغيب,ك هـ
1483,كهه,إخراج النفس المختزن في الجوف من الفم بقوة ودفع,ك هـ
1484,كوب,انبعاج الشيء المجوّف مستديرًا أو مُكوَّرًا,ك ب
1485,كود,التدرج في جمع الشيء أو إنجاز الأمر، مما يفيد معنى المقاربة,ك د
1486,كور,إدارة الشيء على شيء تهيئة لجمعه عليه,ك ر
1487,كوف,كون الشيء على هيئة معينة ملتئمة استدارة أو تجمعًا,ك ف
1488,كوكب,لمعان الشيء المتجمّع أو المتكتل,ك ك
1489,كون,التحول من هيأة هشة إلى هيأة متينة ليًّا وفتلًا,ك ن
1490,كوو,غَوْرٌ في ظاهر بدن الحي بحارقٍ يبقى منه أثرٌ لازم,ك أ
1491,كيد,نفاذ ما طال تجمعه واحتباسه بجهد وعناء وغلظ,ك د
1492,كيل,ضبط الشيء مافيه، أي إمساكه مافيه، لا يُخرجه,ك ل
1493,كين,ضعف ما في الباطن رقةً وحدة إحساس,ك ن
1494,لألأ,تركز الصفاء واللمعان وانحصاره في حيز مع انتشار أثره,لء
1495,لبب,لزوم الشيء جوف شيء أو وسطه بتمكن,لب
1496,لبث,ملازمة ممتدة للمكان وهي المكث,لب
1497,لبد,تكرس الدقاق المرنة واحتباسها معًا في طبقة كثيفة,لب
1498,لبس,تغطية بمداخلة وملازمة,لب
1499,لبن,احتواء الباطن على لطيف يخرج ثم يتماسك أو يظهر,لب
1500,لتت,خلط الدقاق بعضها ببعض بماء ونحوه حتى تتماسك بلطف,لت
1501,لجأ,حيز قوي حصين يحفظ ويمسك ما يلوذ به,لج
1502,لجج,تراكم بكثافة بالغة للشيء الرخو في مقره,لج
1503,لحد,العدول في الاستقرار عن الوسط إلى الجانب ميلًا,لح
1504,لحف,شمول التغطية للظاهر بالشيء,لح
1505,لحق,إدراك الشيء شيئًا كان يسبقه متصلًا بأثنائه,لح
1506,لحم,التئام جرم كثيف غض بين أثناء الشيء وحوله فيكسوه,لح
1507,لحن,رقة (لين أو لطف) في الكلام مع مد الصوت به,لح
1508,لحى,لصوق ما هو كالقشر لشيء بظاهره لصوقًا شديدًا,لح
1509,لدد,ضم المتراكم أو المتجمع بين أثناء تحجزه فلا يتفرق,لد
1510,لدن,امتساك الجسم مع اهتزازه بسبب لطف أو رقة تمتد في باطنه,لد
1511,لدى,المكان الذي يكون فيه الشيء يحتبس فيه ويتمسك,لد
1512,لذذ,استطابة المماسة للشيء ووقعه على الحس مع لطفه وخفته,لذ
1513,لزب,لصوق الشيء الغض بعضه ببعض فتتماسك أثناؤه,لز
1514,لزز,شد الشيء إلى شيء بقوة وإلزام أو إلصاق,لز
1515,لزم,ضبط وشد شيء إلى شيء شدًا لا يمكن من المفارقة,لز
1516,لسس,عدم مباعدة النبات منبته (أي صغره) فلا ينال إلا بما يشبه اللحس,لس
1517,لسن,سحب الشيء إلى الداخل بلطف وقوة,لس
1518,لطط,حجب الثغرة وسدها بإلصاق شيء فوقها,لط
1519,لطف,نفاذ بدقة أو احتيال مع خفاء المنفذ أو المدخل,لط
1520,لظظ,حركة ترددية مع حدة ولزوم للمكان,لظ
1521,لظى,توقد النار وتوهجها (بلوغ الحدة أقصاها),لظ
1522,لعب,اضطراب وتسيب فيما يصدر عن الشيء بسبب تجمع حيويته,لع
1523,لعع,أثر دقيق واضح يمتد مما يختزنه الشيء من حدة أو شدة,لع
1524,لعن,نفي أو طرد وإبعاد من الحيز بتخويف وذعر,لع
1525,لغب,تجمع على ضعف (رقة) أو فساد في الأثناء,لغ
1526,لغلغ,تخلل الشيء المتسيب بمائع ثخين يجعله كالمتماسك,لغ
1527,لغو,أصوات كثيرة تنفذ من أفواه الأحياء,لغ
1528,لفت,ليّ الشيء أو تحويله عن حال أو وجه إلى آخر,لف
1529,لفح,حدة تندفع من شيء فتصيب ظاهر ما يعرض لها,لف
1530,لفظ,قذف بقوة من جوف أو حيز,لف
1531,لفف,تلوي شيء على آخر من ظاهره عالقًا غير لاصق,لف
1532,لفو,وجود الشيء أو تهيؤه على وجه الأرض أو في المتناول,لف
1533,لقب,تحميل الشخص باسم يلصق به,لق
1534,لقح,استقرار طارئ في حيز جوفي مجانس له,لق
1535,لقط,أخذ ما عرض وجوده (ملقى) بلا توقع أو طلب,لق
1536,لقف,أخذ الشيء بخفة أو خطف,لق
1537,لقق,اندفاع بامتداد مع صدم متوال,لق
1538,لقم,ضم الفم على ما يلقى إليه لقفًا بمرة,لق
1539,لقى,تحصيل بالمقابلة مواجهة أو تماشيًا أي بقوة,لق
1540,لكك,تراكم اللحم ونحوه على بدن الحي مع تلازب واشتداد,لك
1541,لمح,لمع سطحية لطيفة تنتشر على ظاهر الشيء وتميزه,لم
1542,لمز,الدفع في البدن بشدة ووحدة,لم
1543,لمس,أخذ بلطف من ظاهر الشيء تهيئة لحسن استعماله,لم
1544,لمم,تجمع الشيء المتسع عند أطرافه فيلتقي ولا ينتشر,لم
1545,لهب,امتداد لطيف لمادة نافذة من أثناء بحدة أو قوة,له
1546,لهث,اندفاع شيء مما في الباطن إلى الظاهر لحدة أو شدة,له
1547,لهله,اضطراب ما يبدو بعيدًا شفافًا,له
1548,لهم,جذب إلى الجوف بجمع وخفة,له
1549,لوت,نقص أو رقة وضعف في الشيء الممتد,لت
1550,لوح,عرض ظاهر الشيء واستواؤه مع جفاف أو صلابة,لح
1551,لوذ,انعطاف الشيء على ما في حضنه فيمسكه أي يحميه ويحصنه,لذ
1552,لوم,تحيز مع اشتداد,لم
1553,لون,احتشاء الشيء بلطيف رخو يظهر أو يظهر أثره,لن
1554,لوى,لفت الجرم وعطفه بعضه حول بعض أو حول غيره,لو
1555,ليس,التوقف أو اللزوق ثقلًا بالموضع وعدم البراح منه,لس
1556,ليل,حجاب لطيف كثيف يلف الأشياء متميزًا عنها عالقًا في الأفق,لي
1557,مأو,اتساع وامتداد مع إمساك وضم، أو تماسك رقيق,م ء
1558,متع,امتداد الشيء مع قوته وكمال حاله,م ت
1559,متن,شدة في أثناء جرم الشيء مع امتداد,م ت
1560,متو,الامتداد الحسي المكاني,م ت
1561,مثل,تشخص الشيء قائماً على هيأة، أو صفات معينة,م ث
1562,مجد,امتلاء الجسم (بلطيف) له قوة ووحدة أثر,م ج
1563,محص,خلوص الشيء من الغليظ المختلط به؛ فلا يبقى إلا صُلبه وحقيقته,م ح
1564,محق,فَقْدُ الشيء حقيقته، أو أصله وصلبه,م ح
1565,محل,جفاف أثناء الشيء، وخلوها من اللين والبلال مع امتداد جرمه,م ح
1566,محن,شدة تكشف حقيقة الشيء بإزالة ما يشوبها ويغطيها,م ح
1567,محو,ذهابُ ما يبدو لاصقاً بظاهر الشيء، أو عَرَضِه,م ح
1568,مخخ,ما يَحْتَشِي به الجِرْمُ الملتئم الظاهر من ثخين رِخْو,م خ
1569,مخر,جريان - أو شَقُّ - بلطف في أثناء شيء ملتئم الظاهر,م خ
1570,مخض,خروج الكثيف المتجمع في الأثناء بدفع، أو ضغط ومحاولة,م خ
1571,مدد,استطالة جرم الشيء في نفسه، أو باتصاله بغيره فيزيده طولاً واستمراراً,م د
1572,مدن,المصر الجامع المحصن,م د
1573,مرأ,مرور خلال المضايق بلطف مع نفع وحُسْنِ عاقبة,م ر
1574,مرج,حركة مختلفة الاتجاهات لما يُفترض استقراره (عدم الاستقرار),م ر
1575,مرح,تسيب الشيء (اللطيف) بقوة وخفة من أثناء ما يمسكه,م ر
1576,مرد,ملاسة ظاهر الشيء الممتد تجرداً مما ينبت منه عادةً,م ر
1577,مرض,كثافة ثقيلةٌ تَغْشَى الشيء؛ فتثقله، وتحجُبُ حِدَّته,م ر
1578,مرو,حدة محتواة في الجرم (تنتشر منه) بتجدد,م ر
1579,مرى,مائع - أو رقيق - غزير محتوى يُستخرج بحيلة للاستخراج,م ر
1580,مزج,خَلْطُ (مائعين) مختلفين (أو أكثر) بعضهما ببعض، وجعلهما شيئًا واحدًا,م ز
1581,مزق,شقُّ الشيء (الرقيق الجرم) شقاً واصلاً إلى عمقه,م ز
1582,مزن,امتلاء باطن الشيء بالماء، أو نحوه,م ز
1583,مسح,انبساط باستواء ظاهر، أي خلو من النتوء,م س
1584,مسخ,اختلال (= انتقاص) ما به قوام هيأة الشيء، أو طبيعته منه,م س
1585,مسد,لَأم وجَدْل - أو شدّ - لمادة الشيء الطويل الممتد,م س
1586,مسك,ضَبْط الشيء، أو حبْسُه حَبْساً قوياً - في حيّز فلا يتسيب,م س
1587,مشج,امتزاج الأشياء الكثيرة المختلفة جرماً واحداً غير صُلْب,م ش
1588,مشى,انتقال بحركة الأرجل - أو نحوها - بلا حِدَّة,م ش
1589,مصر,أخذ الشيء – أو جذبه – بنحو العصر قليلاً قليلاً، أو مرة بعد أخرى، مع استرسال,م ص
1590,مضغ,انضغاط النسيج اللحمي بعضه في بعض؛ فيشتد,م ض
1591,مضى,نفاذ شيء ومروره بغِلَظ - أو قوة - في أثناء شيء أو منها,م ض
1592,مطر,انسكاب، أو انحدار بقوة - أو سرعة - مع استرسال,م ط
1593,مطو,امتداد الشيء مع امتساك أثنائه,م ط
1594,معز,صلابة وشدة تخالط جرم الشيء الرخو؛ فيشتد بها,م ع
1595,معن,تباعد الشيء وامتداده متغلغلاً في أثناء تَضُمُّه,م ع
1596,معى,احتواء رخو في أنابيب ممتدة ملتوية,م ع
1597,مقت,اختزان مشاعر غليظة في القلب,م ق
1598,مكث,اللبث والتلبث في المكان زمناً,م ك
1599,مكر,اختزان رقيق – أو لطيف - في الأثناء؛ فتكتنز به ولا يبرز متميزاً,م ك
1600,مكن,رسوخ الشيء متجمعاً (من دِقاق) في باطن يلتئم عليه,م ك
1601,مكو,تجوف دقيق ممتد في أثناء يجوز أو يُمر منه - بلطف,م ك
1602,ملأ,تجمع الشيء في أثناء ظرف حتى لا يبقى فيه فراغ,م ل
1603,ملح,تَعَلُّق الشيء حاداً - أو قوي الأثر - في أثنائه,م ل
1604,ملق,ملاسة ظاهر الشيء واستواؤه؛ لتجرده من الغلظ,م ل
1605,ملك,إمساك - أو امتساك - بشدة أو قوّة مع شمول,م ل
1606,ملو,اتساع ما يحوز شيئاً، أو امتداده,م ل
1607,منع,حَجْزُ ظاهر الشيء ما في باطنه شديداً؛ فلا يكون فيه منفذ إلى ما بداخله,م ن
1608,منن,الاحتواء على قوة محدودة، أي مشوبة برقة أو نقص,م ن
1609,منو,خروج المُحتجز في الباطن لوقته بقوة شيئًا بعد شيء,م ن
1610,مهـد,ليونة - أو رقة - في أثناء الشيء المتجمع؛ فلا يكون وعراً,م هـ
1611,مهـل,تسيب وتميع لما هو في الأصل مادة متينة غير مشوبة,م هـ
1612,مهـن,خُلُو الشيء من مادة الغلظ والشدة؛ فيكون ضعيفاً، أو سهلاً,م هـ
1613,موت,تمدد مع همود وسكون وذهاب الحدة المعتادة,م ت
1614,مور,تردُّد المادة المجتمعة في مكانها بتسيبها,م ر
1615,مول,المحوز من النعم (ما يحاز ومنه تكون النفقة وما يشبهها من التصرف),م ل
1616,ميد,دوران أو حركة واسعة ترددية (وهما من باب واحد),م د
1617,مير,تخفيف كثافة الشيء الكثيف الشديد، وتوسيع ما بين أثنائه,م ر
1618,ميز,افتراق ما هو متجمع، أو تباعد بعضه عنه,م ز
1619,ميل,انحراف الشيء في قيامه عن الاعتدال الطبيعي المتوقع,م ل
1620,نأو,صرف وإبعاد بقوة,ن أ
1621,نبأ,ظهور - أو طروء - مسبوق أو مكنوف بخفاء ما,ن ب
1622,نبب,تجوف دقيق ممتد يكتنفه نتوء (يتكرر بانتظام),ن ب
1623,نبت,امتداد الزرع الغض من الأرض ساميًا إلى أعلى,ن ب
1624,نبذ,طرح الشيء - أو تنحيته - بعيدًا مع تخلٍّ، أو ما يشبهه,ن ب
1625,نبز,عُرُوٌّ خَشِن ظاهر الشيء (ناشئًا عنه),ن ب
1626,نبط,نبع لطيف نافع من باطن شيءٍ وأثنائه بجهد,ن ب
1627,نبع,انبثاث رقيق الجرم أو خالصه من باطن متجمعا بلا جهد,ن ب
1628,نبو,انتبار الشيء – أي ارتفاع جسمه - لتجمع (غليظ) في باطنه، أو تَوَتُّر لا يدعه ينخفض,ن ب
1629,نتت,نتوء بدقة وَحِدّة في ظاهر الشيء,ن ت
1630,نتق,نَزْعٌ - أو قَذْفٌ - لغليظ من جوف إلى الظاهر بقوة,ن ت
1631,نثث,انتشار من الكثيف الذي في باطن الشيء على سطحه بنحو الرشح,ن ث
1632,نثر,تفرق الدقاق الكثيفة المتجمعة منتشرة,ن ث
1633,نجج,نفاذ كثيف غير شديد من باطن الشيء,ن ج
1634,نجد,رفع مع شَدٍّ - أو شِدَّةٍ واحتباس,ن ج
1635,نجس,حاد الأثر - أو الوقع - على الحس,ن ج
1636,نجم,طلوع الجرم – أو نتوءه - دقيقًا من سطح ينضم عليه,ن ج
1637,نجو,خُلوص الجرم - أو نفاذه - مرتفعًا من بين ما يحيط به، أو يجاوره,ن ج
1638,نحب,استفراغ أقوى المَدْخُورِ من طاقة، أو جهد، أو شيء في أمر تعمله,ن ح
1639,نحت,اقتطاع من ظاهر الجرم الجاف (باتجاه باطنه) بدقة نحو البَرْي,ن ح
1640,نحح,خروج الصوت (أو نحوه) من الجوف بجفاف واحتكاك وعرض,ن ح
1641,نحر,شق نافذ إلى باطن الحرم المُستعرِضِ يَخرج به مائعُه المذخور بغزارة,ن ح
1642,نحس,حدة ودقة تنبت مع فراغ أثناء,ن ح
1643,نحل,قوي - أو طيب - يحوزه الباطن يُفْرَزُ - أو يبذل - إلى حوزة أخرى,ن ح
1644,نخخ,انخفاض القامة أي ذهاب الانتصاب وما إليه من الشموخ,ن خ
1645,نخر,فراغ يمتد في أثناء شيء (شديد) مع رخاوة وضعف فيه,ن خ
1646,نخل,ذهاب غليظ الشيء من أثنائه؛ فيرق - مع تماسكه، أو بقاء أصله,ن خ
1647,ندد,تباعدُ بعضِ الشيء من بعضِه (امتدادًا إلى أعلى أو تفرّقًا),ن د
1648,ندم,فَوْتُ جُلِّ الشيء ومُعظَمِه بحيث لا يبقى إلا أثر يسير منه,ن د
1649,ندو,بُعد مدى ما يبلغه الشيء ارتفاعًا، أو انفصالًا,ن د
1650,نذذ,خروج غَضّ ذي حِدَّةِ وَقْعِ على الحس من خلال شيء,ن ذ
1651,نذر,تبعة تُلْتَزَم، أو يُخشَى من لزومها,ن ذ
1652,نزز,حركة قوية بنَثْق (إلى أعلى) أو انتقال,ن ز
1653,نزع,اقتلاع بجذب قوي للشيء مما يلتحم به ، أو ينغمس هو فيه لاصقًا به,ن ز
1654,نزغ,نَخْسٌ حِسّي دقيق (في البدن)، أو معنوي للتحريك والإثارة,ن ز
1655,نزف,ذَهابُ عُظْمِ ما في الباطن والأثناء - أو كله - من مائع وبلال يمسكها أو يملؤها ( فالوجود  في المقر معنى لزومي هنا) ,ن ز
1656,نزل,انحدار - أو انفصال وخلوص - إلى مقر أو حيّز يوجد فيه بقوة,ن ز
1657,نسأ,دَفْعُ الشيء (المقبل) عن مَحْضَرِه تأخيرًا إلى أثناء يجتمع فيها,ن س
1658,نسب,اتصال بلطف (دقة) وامتداد,ن س
1659,نسخ,تحويل الشيء من موضعه إلى موضع آخر (ويلزمه مجرّد إزالة الشيء),ن س
1660,نسر,نَزْعُ الغضّ من مكانه شرائح ممتدة دقيقة قليلًا قليلًا,ن س
1661,نسس,نفاذ المائع ونحوه من باطن الشيء؛ فيجف,ن س
1662,نسف,قلع الشيء من أصله - أو من أثناء مقره - مع إبعاده,ن س
1663,نسك,تصفية الشيء من الأدران العالقة بأثنائه، وتماسكه على نقائه,ن س
1664,نسل,امتداد الشيء خارجًا – أو متسيبًا - من أصله، أو مقره، بلطف ومفارقة,ن س
1665,نسو,غياب في الأثناء مع الامتداد فيها,ن س
1666,نشأ,حدوث الشيء من جنسه مُبتَدأً صغيرًا آخِذًا في الاستغلاظ,ن ش
1667,نشر,تفرق ببسط وامتدادٍ نُشُوءًا، أو إيقاعًا,ن ش
1668,نشز,ارتفاع مع غِلَظ جرم وصلابة,ن ش
1669,نشش,تبخر للمائع والرطوبة؛ لحدة، أو مع حدّة,ن ش
1670,نشط,خلوص الشيء مما يُمسكه ويحوزه - أو يغشاه - نزعًا بقوة، أو سهولة معًا,ن ش
1671,نصب,إقامة الشيء إلى أعلى قويا متماسكا، أو شديدا، على وضع مستقيم دائم,ن ص
1672,نصت,السكوت استماعًا,ن ص
1673,نصح,خلوص ما في الأثناء نفاذًا - أو صفاءً - من الشوب,ن ص
1674,نصر,الإمداد بما فيه زيادة مناسبة وقوة,ن ص
1675,نصص,إبراز المستكن إلى أعلى، أو إلى الظاهر، باستقصاء,ن ص
1676,نصف,ذَهابُ شِقٍّ - أو قَدْرٍ - عظيم أو غليظ من الشيء، وبقاءُ قَدْرٍ مثله,ن ص
1677,نصو,أول الشيء - أو أعلاه - الممتد الذي يتبعه بقيته,ن ص
1678,نضج,رخاوة نسيج ما كان شديد المادة تأثرًا بالحرارة (وطِيبُه للأكل),ن ض
1679,نضخ,فوران الماء ونحوه ( كالدم والخل والزعفران) من جوف، واندفاعه خارجًا بقوة,ن ض
1680,نضد,ركم الأشياء (الغليظة الجرم) بعضها فوق بعض مع امتساكها طبقات على أوضاع معينة او منتظمة,ن ض
1681,نضر,رقة (تلألؤ) أو حال مُعجبة طيبة تظهر على الشيء، أو تغشَى حاله,ن ض
1682,نضض,رَشْحُ المائع من مصدرٍ صُلْبٍ قليلًا قليلًا,ن ض
1683,نطح,النطح المعروف، وهو دفع الرأس بقوة وغِلَظ للاصطدام بجرم مستعرض مواجه,ن ط
1684,نطط,الابتعاد شدًّا ومَدًّا، أو سفرًا وانتقالًا,ن ط
1685,نطف,قطر المائع من وعائه بنحو الرشح لِوهيه، أو اندفاعه,ن ط
1686,نطق,حزم الشيء المنتشر - أو المتسيب - وتحجيمه إلى صميم حدوده,ن ط
1687,نظر,مواجهة بالعين بترقب وتهيؤ للالتقاط ,ن ظ
1688,نعج,لين الجرم الثخين وطراءتُه؛ لرقة كثيرة تخالطه,ن ع
1689,نعس,ثقل - أو فتور - في الجسم؛ للينه وامتلائه بالرخاوة,ن ع
1690,نعع,رخاوة الجرم الممتد وطراوته لرقة غزيرة في أثنائه,ن ع
1691,نعق,نفاذ صوت غليظ حادّ ممتد عن حي,ن ع
1692,نعل,حِفْظُ الشيء بلزوم مناسب له يقيه الخشونة والتآكل ونحوهما,ن ع
1693,نعم,رقة الشيء - أو ليونته - وخلوه من الغلظ والخشونة,ن ع
1694,نغض,تحرك الشيء المتطرف أو القائم بنفسه حركة مختلفة؛ لخفته ورخاوته,ن غ
1695,نغنغ,تجمعات رخوة في باطن الشيء,ن غ
1696,نفث,تَفْلُ الريق ونحوه من الفم او إخراجه بنحو النفخ,ن ف
1697,نفح,اندفاع الشيء (اللطيف أو الدقيق) في غلظ وقوة من مقره,ن ف
1698,نفخ,اندفاع الهواء من الجوف المخلخل (أو فيه),ن ف
1699,نفد,فَنَاءُ ما يتأتى من الشيء، أو له، أي انتهاؤه,ن ف
1700,نفذ,اختراق الشيء، والجواز خلال جرمه بقوة,ن ف
1701,نفر,الاندفاع الحاد بابتعاد جمعي - أو فردي - عن المَضَمّ,ن ف
1702,نفس,لطيف يسري في فتوق أثناء الشيء؛ فيصلحه، ويتيح له التصرف,ن ف
1703,نفش,تخفيف كثافة الشيء بتفريق بعضه عن بعض جذبًا، أو نشرًا,ن ف
1704,نفع,فائدة تنال من الشيء، أو جدوى تعود منه,ن ف
1705,نفف,انتشار في خلاء (أو: خلاء ينتشر فيه الشيء),ن ف
1706,نفق,إذهابُ حَشْوِ الشيء المصمَتِ الجوف؛ فيفرغ باطنه مع بقاء ظاهره ملتئماً,ن ف
1707,نفل,زيادة طيبة تُنَال,ن ف
1708,نفي,إبعاد (الدقاق) من الحيز بدفع وقوة، أو ابتعادها وسقوطها كذلك,ن ف
1709,نقب,خَرْقٌ نافذٌ في شيء غليظ يبلغ نهاية سمكه,ن ق
1710,نقذ,استخلاص الشيء في قوة من بين ما لا يُرْضَى حوزه إياه أو تمكنه منه,ن ق
1711,نقر,ندور جزء دقيق من ظاهر جسم صلب بحادّ يقلعه؛ فيدوم أثره,ن ق
1712,نقص,ذهابُ جُزْء - أو اختلاله - من جرم الشيء المتجمع بحيث يقلُّ جِرْمُه,ن ق
1713,نقض,تفكك ما قوي ارتباط أجزائه الباطنة؛ لضغط شديد، أو نحوه,ن ق
1714,نقع,تشبع الشيء بالمائع حتى يرشح من أثنائه، ويتجمع فوقه,ن ق
1715,نقق,غُؤُور إلى العُمق بقوة، أو غِلَظ,ن ق
1716,نقم,ضمُّ القلب على كراهة بالغة ورفض لشيء,ن ق
1717,نكب,تحول بإفراغ المتجمع,ن ك
1718,نكث,تشعيث الشيء الملتئم ونقضه,ن ك
1719,نكح,الغلب على ظاهر الشيء - مع التغلغل في باطنه,ن ك
1720,نكد,قلة الخير الذي يأتي من الشيء بسبب شدة أثناء الشيء وتماسكه,ن ك
1721,نكر,تغطية لمادة حادة، أو غريبة,ن ك
1722,نكس,انقلاب الشيء - أو ارتداده - عن مُطّرِدِ حاله واتجاهه,ن ك
1723,نكص,الرجوع القهقري بقوة إلى الخلف,ن ك
1724,نكف,نفي وتنحية لما يكره مما يعرو الظاهر,ن ك
1725,نكل,ضبط الشيء - بشديد أو صلب - لمنعه من التسيب,ن ك
1726,نكنك,إمتداد بالشدة إلى داخل الشئ,ن ك
1727,نلنل,ضعف - أو رقة - في أثناء الجرم,ن ل
1728,نمر,تخلل في الأثناء إلى الظاهر - أو الأعلى - بلطف,ن م
1729,نمرق,اضطمام شيء على ما يدخل جوفه؛ فيحشوه، ويُوَطِّئه,ن م
1730,نمل,حركة أو امتداد بخفة ولطف,ن م
1731,نمم,انتشار محتوى الشيء على ظاهر ظرفه بلطف، لرقة الظرف المحتوي,ن م
1732,نهـج,اتساع أثناء الشيء لذهاب الغلظ منها فَيُنفذ فيها بقوة واطراد,ن هـ
1733,نهـر,جَرَيانُ مائع – أو رقيق نحوه – باتساع واسترسال من شَقٍّ,ن هـ
1734,نهـى,حبس الشيء (الرقيق) في مكانه وتوقفه فيه لا يتخطاه,ن هـ
1735,نوأ,انجذاب الشيء إلى أسفل بضغط من ثقله,ن و
