bi_root,tri_root,core_meaning,original_chapter
قض,قضب,قطع شيء غَضّ لكنه ملتئم,ق ض
قط,قطط,قطع الامتداد (الغليظ) بتحديد وتدقيق واستدارة,ق ط
قط,قطر,نزول المائع أو انفصاله مبتعدًا عن مصدره نقطةً بعد نقطة بتوالٍ,ق ط
قط,قطع,فصل بعض الجرم الممتد الملتحم الرقيق,ق ط
قط,قطف,قطع الطرف (الدقيق) للشيء أو ما هو في طرفه,ق ط
قط,قطم,تناول الشيء بحرص شديد عليه وتلهف,ق ط
قط,قطمر,قطع ملتئم مسترسل,ق ط
قط,قطن,لزوم المكان والموضع وما إلى ذلك من التلازم,ق ط
قظ,يقظ,إثارة الساكن وتحريكه,ق ظ
قع,قعع,تركز الغليظ أو الحاد في الشيء,ق ع
قع,قوع,انبساط المكان منخفضًا بين مرتفعات عنه خاليًا مما يشغله,ق ع
قع,وقع,هوي شديد إلى إقرار ( ويلزمه ثبوت ومكان له),ق ع
قع,قعد,رُسُوخٌ يَنْصِبُ ما يعلوه,ق ع
قع,قعر,القاع السفلي الذي ينتهي به عُمْقُ شيء مجوف,ق ع
قف,قفف,الارتفاع توترًا أو تصلُّبا مع جفاف لما شأنه أن يكون لينا,ق ف
قف,قفو,اللحاق بخلف الشيء من أعلاه,ق ف
قف,وقف,انتصاب مع ثبات في المكان,ق ف
قف,قفل,حَبْسٌ بشدة وجفاف لما هو مجتمع,ق ف
قل,قلل,دقة جسم أو تضامه ولطفه ويلزمه الخفة والارتفاع,ق ل
قل,قلى,إزالة الراسخ في الأثناء والتخلص منه,ق ل
قل,قول,حمل اللطيف المتسيب وضبطه والتحكم في إخراجه,ق ل
قل,قيل,زوال إلى مقر (مؤقت),ق ل
قل,قلب,باطن الشيء ولبّه,ق ل
قل,قلد,حَوْزٌ بحبس شديد حملاً أو نقلاً شيئًا بعد شيء,ق ل
قل,قلع,نزع الراسخ من أصله بقوة عظيمة برفعه إلى أعلى,ق ل
قل,قلم,بَرْيُّ طَرَفِ الشيء المقدَّمِ شيئًا بعد شيء باستواء بلا شعب,ق ل
قم,قمم,انتبار دقيق الرأس من جمع المنتشر ظاهري,ق م
قم,قوم,انتصاب الشيء إلى أعلى ثابتًا,ق م
قم,قمح,اكتناز الشيء بما يَضُمّ في باطنه حتى يرتفع امتلاء,ق م
قم,قمر,تزايد أو استرسال في الضم والتجمع,ق م
قم,قمص,الانشيام في شيء (الدخول فيه) بشمول,ق م
قم,قمط,ضَمُّ أطراف الشيء المنتشرة إليه بشد وإيثاق قوي,ق م
قم,قمطر,تجمع الشيء في وعاء أو حيز على غلظ وكثافة,ق م
قم,قمع,ضبط في حيز ومنع عن الانتشار منه,ق م
قم,قمل,شيء ممتص يَعْلَق,ق م
قن,قنن,الاحتباس في الحوزة (أو باطن) بعمق وامتداد,ق ن
قن,قنو,امتساك الشيء في باطن أو حوزة بتجمع وامتداد حِسّيّ، أو زمني,ق ن
قن,يقن,ثبوت الشيء واستقراره في حيزه محفوظًا,ق ن
قن,قنت,احتواء باطن الشيء على رخاوة متمكنة فيه لا تفارقه,ق ن
قن,قنط,احتواء النفس في باطنها على غلظ لاصق شديد لا منفذ فيه,ق ن
قن,قنطر,تخطٍّ بتوالٍ، أي مرة بعد أخرى,ق ن
قن,قنع,الاشتمال أو الاحتواء من أعلى بلطف أو رقة,ق ن
قهـ,قهـهـ,إخراج الشيء أقصى ما يختزن من قوّة,ق هـ
قهـ,قهـر,إذابة قوام غضاضة الشيء بالتعريض لأقصى الحدة,ق هـ
كأ,كأكأ,ضغط شديد يجعل الشيء يتراجع عن الانتشار ويرتد,ك أ
كأ,كوو,غَوْرٌ في ظاهر بدن الحي بحارقٍ يبقى منه أثرٌ لازم,ك أ
كأ,وكأ,شدٌّ أو ضغط يمنع التسيب,ك أ
كأ,أيك,التفاف الشجر بعضه على بعض مع نعومة وخفة,ك أ
كب,كبب,قلب الشيء على وجهه ويلزمه انصباب محتواه متجمعًا,ك ب
كب,كوب,انبعاج الشيء المجوّف مستديرًا أو مُكوَّرًا,ك ب
كب,كبت,قلب أو صدٌّ تام بصدم ورغم عن الوجهة الطبيعية,ك ب
كب,كبد,اشتداد ما شأنه التسيب، وجموده متماسكًا كقطعة الأرض الصُلبة,ك ب
كب,كبر,نمو حجم الشيء أو زيادته,ك ب
كت,كتت,انحصار جِرْم الشيء ودقته، أي عدم امتداده,ك ت
كت,كتب,إلصاق بدقة وقوة,ك ت
كت,كتم,منع تسرّب ما يمتلئ به باطن الشيء بسد منافذ خروجه,ك ت
كث,كثث,كثافة الأشياء الدقيقة الخارجة من شيء بحيث تكوّن طبقة على ظاهره,ك ث
كث,كثب,تجمُّع ما مادته أجرام دقيقة متسيبة في كومة أو تجمع محدود,ك ث
كث,كثر,زيادة عدد أفراد الشيء (وهي ضد القلة),ك ث
كد,كدد,قشر ما هو شديد اللصوق والامتساك بالحك الشديد أو نحوه,ك د
كد,كدى,صلابة الشيء المتجمع كتلة بحيث لا ينفذ فيه شيء,ك د
كد,كود,التدرج في جمع الشيء أو إنجاز الأمر، مما يفيد معنى المقاربة,ك د
كد,كيد,نفاذ ما طال تجمعه واحتباسه بجهد وعناء وغلظ,ك د
كد,وكد,شدّ الشيء إلى شيء شدًا متينًا يحقق به ارتباطهما,ك د
كد,كدح,كشط من ظاهر الشيء بحكه بخشِن أو محدد صلب,ك د
كد,كدر,انقلاع الغليظ الراسخ أو انقطاعه، مفارقًا مقره,ك د
كذ,كذذ,خَوَر الشيء الظاهر الصلابة أي خلو أثنائه,ك ذ
كذ,كذب,نقص الحدة والشدة الجارية في الشيء أو المتوقعة منه,ك ذ
كر,كرر,معاودة الشيء إتيانًا أو انتقالًا إليه، مرة بعد أخرى لتحصيله,ك ر
كر,كور,إدارة الشيء على شيء تهيئة لجمعه عليه,ك ر
كر,كرب,عُرُوٌّ كثيف يُقرِّب الوصول أو الاتصال,ك ر
كر,كرس,تراكم الشيء متلازبًا طبقات حتى يعلو,ك ر
كر,كرم,رقة الشيء المتجمع ونقاؤه أو صفاؤه مع قبول النفس له,ك ر
كر,كرهـ,صَدٌّ وردٌّ عن الغَوْر بالنتوء، أو الاندفاع إلى الأمام,ك ر
كز,كزز,شدة انقباض الشيء وتداخله فيصلب جدًا,ك ز
كز,وكز,إصابة البدن بصلب غليظ شديد دفعًا بقوة كالصدم,ك ز
كس,كسس,نقص نتوء الشيء عن المعتاد أو المتوقع,ك س
كس,كسو,ستر الشيء وتغطيته شمولًا بما هو كالغشاء,ك س
كس,كأس,غؤور شديد في شيء شديد التماسك,ك س
كس,كسب,جمع الشيء وتحصيله شيئًا بعد شيء بجهد,ك س
كس,كسد,جمود الأشياء المتفرقة وتكدسها بحيث لا تتسيب,ك س
كس,كسف,قطع وإبانة لجزء من شيء عريض أو دقيق متماسك,ك س
كس,كسل,ارتخاء الممتد الدقيق الذي شأنه أن يكون شديد التوتر,ك س
كش,كشش,خَروج شيء لطيف الجرم من الأثناء بانتشار,ك ش
كش,كشط,نزع الغطاء الذي ينتشر على الشيء لازقًا به,ك ش
كش,كشف,تنحي ما شأنه أن يغطي من ظاهر الشيء فيظهر ما تحته,ك ش
كظ,كظظ,امتلاء البطن ونحوها امتلاء شديدًا بغليظ نفذ إليها,ك ظ
كظ,كظم,سد فتحة الشيء سدًا حينيا على ما في باطنه,ك ظ
كع,كعع,توقف وتحبس عن مواصلة الإقدام,ك ع
كع,كعب,تكتل الشيء وتجمده ناتئًا عما حوله,ك ع
كف,كفف,قبض الطرف المنتشر وثنيه ورده فلا ينتشر,ك ف
كف,كفى,بلوغ الامتلاء أو النمو إلى الكمال المناسب دون زيادة,ك ف
كف,كفأ,الانطباق تغطية للجانب الخلفي المكشوف من الشيء بقدره,ك ف
كف,كوف,كون الشيء على هيئة معينة ملتئمة استدارة أو تجمعًا,ك ف
كف,كفت,قبض الشيء وضمه في حيز أو وعاء بدقة وقوة,ك ف
كف,كفر,تغطية تامة كثيفة لا يظهر معها شيء من المغطى,ك ف
كف,كفل,الادعام على الشطر الخلفي من الشيء,ك ف
كك,كوكب,لمعان الشيء المتجمّع أو المتكتل,ك ك
كل,كلل,تجمع الشيء على ذاته؛ فيغلظ ويثخن بلا حدة,ك ل
كل,كلو,انثناء بعض الشيء على بعضه,ك ل
كل,كلأ,ما يحوزه باطن الحي مما هو قوامه ويلزم منه حفظه,ك ل
كل,كيل,ضبط الشيء مافيه، أي إمساكه مافيه، لا يُخرجه,ك ل
كل,وكل,ترك الأمر وتفويض القيام به إلى من فيه الكفاية,ك ل
كل,أكل,طحن الحي للمادة المطعومة مضغًا وبلعها,ك ل
كل,كلب,العض على الشيء والإمساك به شديدًا لا يفلت,ك ل
كل,كلح,قلوص لحم الفم وانقباضه كاشفا عما يبطنه من أسنان,ك ل
كل,كلف,عُرُوٌّ كثيف غريب ظاهر الشيء لازمًا له,ك ل
كل,كلم,اتصال مادة الشيء وتداخلها تداخلًا يبلغ العمق مع غلظ أو حدة,ك ل
كم,كمم,تغليف الشيء بما يضمه محيطًا به,ك م
كم,كمل,التركيب يعبر عن تمام الشيء تجمعًا (من كم) ودوامًا وطولًا (من اللام),ك م
كم,كمهـ,ذهاب قوة ما يضمه الشيء (تضام على فراغ),ك م
كن,كنن,الستر في تجوُّف متين يستر أو يحمي,ك ن
كن,كون,التحول من هيأة هشة إلى هيأة متينة ليًّا وفتلًا,ك ن
كن,كين,ضعف ما في الباطن رقةً وحدة إحساس,ك ن
كن,كند,حبس الشيء ما في باطنه؛ فلا يبرز منه,ك ن
كن,كنز,حفظ الشيء في باطن يُمسكه ويستره ويلزمه امتلاء الباطن,ك ن
كن,كنس,تنحي ما كان ظاهرًا إلى جوف كِنٍّ يستره,ك ن
كهـ,كهه,إخراج النفس المختزن في الجوف من الفم بقوة ودفع,ك هـ
كهـ,كهـف,تجوف واسع في جرم شديد مع فراغ,ك هـ
كهـ,كهـل,بلوغ الحي أقصى طوله وقوته بخروج مذخور طاقته نموًا,ك هـ
كهـ,كهـن,إبراز لطيف مستكن في الباطن أو الغيب,ك هـ
لي,ليل,حجاب لطيف كثيف يلف الأشياء متميزًا عنها عالقًا في الأفق,لي
ءل,ألل,انبساط أو امتداد بعرض ورقة دون كثافة أو انثناء,ءل
لو,لوى,لفت الجرم وعطفه بعضه حول بعض أو حول غيره,لو
ول,ولي,لزوم الشيء شيئًا آخر تبعًا له مع نحو من الاشتمال,ول
لء,لألأ,تركز الصفاء واللمعان وانحصاره في حيز مع انتشار أثره,لء
ءلو,ألو,اختزان الشيء مادته لا تتبدد,ءلو
ءلي,ألى,تجمع غض يعلق بآخر الشيء أو أصله,ءلي
ءول,أول,حقيقة الشيء المتحصلة منه أي صلب مادته الخالصة,ءول
وول,وول,كون الشيء ابتداء وسبقا في أمر لجميع جنسه,وول
وءل,وأل,اللجوء أو المصير إلى مقر حافظ آمن,وءل
ويل,ويل,إعلان باصطلاء عاقبة مهلكة لعمل أو تصرف (وعيد، ندبة، تحذير),ويل
لب,لبب,لزوم الشيء جوف شيء أو وسطه بتمكن,لب
لب,لبث,ملازمة ممتدة للمكان وهي المكث,لب
لب,لبد,تكرس الدقاق المرنة واحتباسها معًا في طبقة كثيفة,لب
لب,لبس,تغطية بمداخلة وملازمة,لب
لب,لبن,احتواء الباطن على لطيف يخرج ثم يتماسك أو يظهر,لب
لت,لتت,خلط الدقاق بعضها ببعض بماء ونحوه حتى تتماسك بلطف,لت
لت,لوت,نقص أو رقة وضعف في الشيء الممتد,لت
لت,ألت,النقص عن المستحق أو المتوقع,لت
لج,لجج,تراكم بكثافة بالغة للشيء الرخو في مقره,لج
لج,لجأ,حيز قوي حصين يحفظ ويمسك ما يلوذ به,لج
لج,ولج,الدخول في فجوة كثيفة الإحاطة تخفي وتستر,لج
لح,لحح,التحام أو نحوه من الضيق على غلظ,لح
لح,لحى,لصوق ما هو كالقشر لشيء بظاهره لصوقًا شديدًا,لح
لح,لوح,عرض ظاهر الشيء واستواؤه مع جفاف أو صلابة,لح
لح,لحد,العدول في الاستقرار عن الوسط إلى الجانب ميلًا,لح
لح,لحف,شمول التغطية للظاهر بالشيء,لح
لح,لحق,إدراك الشيء شيئًا كان يسبقه متصلًا بأثنائه,لح
لح,لحم,التئام جرم كثيف غض بين أثناء الشيء وحوله فيكسوه,لح
لح,لحن,رقة (لين أو لطف) في الكلام مع مد الصوت به,لح
لد,لدد,ضم المتراكم أو المتجمع بين أثناء تحجزه فلا يتفرق,لد
لد,لدى,المكان الذي يكون فيه الشيء يحتبس فيه ويتمسك,لد
لد,ولد,نسل (أنثى) الحي من (بطنها) صغيرًا من جنسه,لد
لد,لدن,امتساك الجسم مع اهتزازه بسبب لطف أو رقة تمتد في باطنه,لد
لذ,لذذ,استطابة المماسة للشيء ووقعه على الحس مع لطفه وخفته,لذ
لذ,لوذ,انعطاف الشيء على ما في حضنه فيمسكه أي يحميه ويحصنه,لذ
لز,لزز,شد الشيء إلى شيء بقوة وإلزام أو إلصاق,لز
لز,لزب,لصوق الشيء الغض بعضه ببعض فتتماسك أثناؤه,لز
لز,لزم,ضبط وشد شيء إلى شيء شدًا لا يمكن من المفارقة,لز
لس,لسس,عدم مباعدة النبات منبته (أي صغره) فلا ينال إلا بما يشبه اللحس,لس
لس,ليس,التوقف أو اللزوق ثقلًا بالموضع وعدم البراح منه,لس
لس,لسن,سحب الشيء إلى الداخل بلطف وقوة,لس
لط,لطط,حجب الثغرة وسدها بإلصاق شيء فوقها,لط
لط,لطف,نفاذ بدقة أو احتيال مع خفاء المنفذ أو المدخل,لط
لظ,لظظ,حركة ترددية مع حدة ولزوم للمكان,لظ
لظ,لظى,توقد النار وتوهجها (بلوغ الحدة أقصاها),لظ
لع,لعع,أثر دقيق واضح يمتد مما يختزنه الشيء من حدة أو شدة,لع
لع,لعب,اضطراب وتسيب فيما يصدر عن الشيء بسبب تجمع حيويته,لع
لع,لعن,نفي أو طرد وإبعاد من الحيز بتخويف وذعر,لع
لغ,لغلغ,تخلل الشيء المتسيب بمائع ثخين يجعله كالمتماسك,لغ
لغ,لغو,أصوات كثيرة تنفذ من أفواه الأحياء,لغ
لغ,لغب,تجمع على ضعف (رقة) أو فساد في الأثناء,لغ
لف,لفف,تلوي شيء على آخر من ظاهره عالقًا غير لاصق,لف
لف,لفو,وجود الشيء أو تهيؤه على وجه الأرض أو في المتناول,لف
لف,ألف,تجمع المتفرقات مع نوع من المجانسة أو القبول بينها,لف
لف,لفت,ليّ الشيء أو تحويله عن حال أو وجه إلى آخر,لف
لف,لفح,حدة تندفع من شيء فتصيب ظاهر ما يعرض لها,لف
لف,لفظ,قذف بقوة من جوف أو حيز,لف
لق,لقق,اندفاع بامتداد مع صدم متوال,لق
لق,لقى,تحصيل بالمقابلة مواجهة أو تماشيًا أي بقوة,لق
لق,لقب,تحميل الشخص باسم يلصق به,لق
لق,لقح,استقرار طارئ في حيز جوفي مجانس له,لق
لق,لقط,أخذ ما عرض وجوده (ملقى) بلا توقع أو طلب,لق
لق,لقف,أخذ الشيء بخفة أو خطف,لق
لق,لقم,ضم الفم على ما يلقى إليه لقفًا بمرة,لق
لك,لكك,تراكم اللحم ونحوه على بدن الحي مع تلازب واشتداد,لك
لك,ألك,مضغ الشيء أو إدارته في الفم على شدة فيه,لك
لم,لمم,تجمع الشيء المتسع عند أطرافه فيلتقي ولا ينتشر,لم
لم,لوم,تحيز مع اشتداد,لم
لم,ألم,وجع يسري في أثناء البدن (أو النفس),لم
لم,لمح,لمع سطحية لطيفة تنتشر على ظاهر الشيء وتميزه,لم
لم,لمز,الدفع في البدن بشدة ووحدة,لم
لم,لمس,أخذ بلطف من ظاهر الشيء تهيئة لحسن استعماله,لم
لن,لون,احتشاء الشيء بلطيف رخو يظهر أو يظهر أثره,لن
له,لهله,اضطراب ما يبدو بعيدًا شفافًا,له
له,لهو,التدلي هويًا في فراغ,له
له,أله,شفافية أو ضوء مع أثر تستشعر حدته,له
له,لهب,امتداد لطيف لمادة نافذة من أثناء بحدة أو قوة,له
له,لهث,اندفاع شيء مما في الباطن إلى الظاهر لحدة أو شدة,له
له,لهم,جذب إلى الجوف بجمع وخفة,له
مم,أمم,تَضَامُّ شَيءٍ - أو أشياء - متجانسة في حيّز يحيط بظاهرها بلطف,م م
مم,يمم,تجمع لطيف متصل المادة متراكمها,م م
مء,مأو,اتساع وامتداد مع إمساك وضم، أو تماسك رقيق,م ء
يوم,يوم,مدة من الزمن ممتدة متصلة,ي و م
ءم,أوم,ذهاب كثافة الشيء ونداه - أو كماله - رغم اجتماع ظاهره أو استوائه,ء م
ءم,أمو,أنثى مملوكة,ء م
مت,متت,امتداد الشيء طولاً في دقة,م ت
مت,موت,تمدد مع همود وسكون وذهاب الحدة المعتادة,م ت
مت,متو,الامتداد الحسي المكاني,م ت
مت,أمت,تخلخل الأثناء المفترض امتلاؤها من الشيء الممتد,م ت
مت,متع,امتداد الشيء مع قوته وكمال حاله,م ت
مت,متن,شدة في أثناء جرم الشيء مع امتداد,م ت
مث,مثث,انتشار رشح كثيف من باطن الشيء على ظاهره,م ث
مث,مثل,تشخص الشيء قائماً على هيأة، أو صفات معينة,م ث
مج,مجج,اندفاع المائع - أو الرقيق - مما يضمه بسلاسة بسبب تجمعه وكثرته,م ج
مج,موج,حركة واضطراب للمائع في حيّزه مع انتباره من كثافة تجمعه,م ج
مج,مجد,امتلاء الجسم (بلطيف) له قوة ووحدة أثر,م ج
مح,محح,ذهابُ مادة التماسك والغِلَظِ من أثناء الشيء، أو تميزها عنه,م ح
مح,محو,ذهابُ ما يبدو لاصقاً بظاهر الشيء، أو عَرَضِه,م ح
مح,محص,خلوص الشيء من الغليظ المختلط به؛ فلا يبقى إلا صُلبه وحقيقته,م ح
مح,محق,فَقْدُ الشيء حقيقته، أو أصله وصلبه,م ح
مح,محل,جفاف أثناء الشيء، وخلوها من اللين والبلال مع امتداد جرمه,م ح
مح,محن,شدة تكشف حقيقة الشيء بإزالة ما يشوبها ويغطيها,م ح
مخ,مخخ,ما يَحْتَشِي به الجِرْمُ الملتئم الظاهر من ثخين رِخْو,م خ
مخ,مخر,جريان - أو شَقُّ - بلطف في أثناء شيء ملتئم الظاهر,م خ
مخ,مخض,خروج الكثيف المتجمع في الأثناء بدفع، أو ضغط ومحاولة,م خ
مد,مدد,استطالة جرم الشيء في نفسه، أو باتصاله بغيره فيزيده طولاً واستمراراً,م د
مد,ميد,دوران أو حركة واسعة ترددية (وهما من باب واحد),م د
مد,أمد,حدود ما يُجْهَد فيه جرياً، أو حملاً,م د
مد,مدن,المصر الجامع المحصن,م د
مر,مرر,استرسال اطرادي - أو اجتيازي - مع شدة أثناء أو ضيق وحبس,م ر
مر,مرو,حدة محتواة في الجرم (تنتشر منه) بتجدد,م ر
مر,مرى,مائع - أو رقيق - غزير محتوى يُستخرج بحيلة للاستخراج,م ر
مر,مور,تردُّد المادة المجتمعة في مكانها بتسيبها,م ر
مر,مير,تخفيف كثافة الشيء الكثيف الشديد، وتوسيع ما بين أثنائه,م ر
مر,مرأ,مرور خلال المضايق بلطف مع نفع وحُسْنِ عاقبة,م ر
مر,أمر,نفاذ مع علو دونه جمع بشدّة,م ر
مر,مرج,حركة مختلفة الاتجاهات لما يُفترض استقراره (عدم الاستقرار),م ر
مر,مرح,تسيب الشيء (اللطيف) بقوة وخفة من أثناء ما يمسكه,م ر
مر,مرد,ملاسة ظاهر الشيء الممتد تجرداً مما ينبت منه عادةً,م ر
مر,مرض,كثافة ثقيلةٌ تَغْشَى الشيء؛ فتثقله، وتحجُبُ حِدَّته,م ر
مز,مزز,جمع لأكثر من شيء متميز عن الآخر في المذاق، أو التناول، أو الحركة,م ز
مز,ميز,افتراق ما هو متجمع، أو تباعد بعضه عنه,م ز
مز,مزج,خَلْطُ (مائعين) مختلفين (أو أكثر) بعضهما ببعض، وجعلهما شيئًا واحدًا,م ز
مز,مزق,شقُّ الشيء (الرقيق الجرم) شقاً واصلاً إلى عمقه,م ز
مز,مزن,امتلاء باطن الشيء بالماء، أو نحوه,م ز
مس,مسس,سَرَيان في أثناء، أو مخالطة دقيقة ذاتُ أَثَرِ,م س
مس,مسو,كثافة (أو غِلَظ) تخالط الأثناء بامتداد,م س
مس,أمس,التخلف,م س
مس,مسح,انبساط باستواء ظاهر، أي خلو من النتوء,م س
مس,مسخ,اختلال (= انتقاص) ما به قوام هيأة الشيء، أو طبيعته منه,م س
مس,مسد,لَأم وجَدْل - أو شدّ - لمادة الشيء الطويل الممتد,م س
مس,مسك,ضَبْط الشيء، أو حبْسُه حَبْساً قوياً - في حيّز فلا يتسيب,م س
مش,مشش,رَشْح المائع من الصلب بانتشار وتفشٍّ هَيَمَاناً، أو مصاً وجذباً,م ش
مش,مشى,انتقال بحركة الأرجل - أو نحوها - بلا حِدَّة,م ش
مش,مشج,امتزاج الأشياء الكثيرة المختلفة جرماً واحداً غير صُلْب,م ش
مص,مصص,استخلاص المائع ونحوه من أثناء شيء آخر جَذْباً بالفم، أو سَحْباً شيئاً فشيئاً,م ص
مص,مصر,أخذ الشيء – أو جذبه – بنحو العصر قليلاً قليلاً، أو مرة بعد أخرى، مع استرسال,م ص
مض,مضض,حِدَّة بالغة تتغلغل في باطن الشيء، أو جوفه,م ض
مض,مضى,نفاذ شيء ومروره بغِلَظ - أو قوة - في أثناء شيء أو منها,م ض
مض,مضغ,انضغاط النسيج اللحمي بعضه في بعض؛ فيشتد,م ض
مط,مطط,تمدد الشيء، أو قبوله التمدد؛ مرونة، مع تماسك أثنائه,م ط
مط,مطو,امتداد الشيء مع امتساك أثنائه,م ط
مط,مطر,انسكاب، أو انحدار بقوة - أو سرعة - مع استرسال,م ط
مع,معع,اتساع مع اتصال، أي عدم تفرق - ومع حدة، أو بسببها,م ع
مع,معى,احتواء رخو في أنابيب ممتدة ملتوية,م ع
مع,معز,صلابة وشدة تخالط جرم الشيء الرخو؛ فيشتد بها,م ع
مع,معن,تباعد الشيء وامتداده متغلغلاً في أثناء تَضُمُّه,م ع
مق,مقق,خروج المختزن في العمق بقوة نمواً، أو انجذاباً، فيبدو فراغ العمق واتساعه,م ق
مق,مقت,اختزان مشاعر غليظة في القلب,م ق
مك,مكك,جذب المائع إلى الجوف - أو منه - بقوة واستقصاء وتمكن,م ك
مك,مكو,تجوف دقيق ممتد في أثناء يجوز أو يُمر منه - بلطف,م ك
مك,مكث,اللبث والتلبث في المكان زمناً,م ك
مك,مكر,اختزان رقيق – أو لطيف - في الأثناء؛ فتكتنز به ولا يبرز متميزاً,م ك
مك,مكن,رسوخ الشيء متجمعاً (من دِقاق) في باطن يلتئم عليه,م ك
مل,ملل,تهيؤ - أو تهيئة - بالامتداد للانتفاع والصلاح الأساسي,م ل
مل,ملو,اتساع ما يحوز شيئاً، أو امتداده,م ل
مل,مول,المحوز من النعم (ما يحاز ومنه تكون النفقة وما يشبهها من التصرف),م ل
مل,ميل,انحراف الشيء في قيامه عن الاعتدال الطبيعي المتوقع,م ل
مل,ملأ,تجمع الشيء في أثناء ظرف حتى لا يبقى فيه فراغ,م ل
مل,أمل,امتداد الشيء طولاً مع عرض ما، وتجمع - أو كثافة - فيه,م ل
مل,ملح,تَعَلُّق الشيء حاداً - أو قوي الأثر - في أثنائه,م ل
مل,ملق,ملاسة ظاهر الشيء واستواؤه؛ لتجرده من الغلظ,م ل
مل,ملك,إمساك - أو امتساك - بشدة أو قوّة مع شمول,م ل
من,منن,الاحتواء على قوة محدودة، أي مشوبة برقة أو نقص,م ن
من,منو,خروج المُحتجز في الباطن لوقته بقوة شيئًا بعد شيء,م ن
من,أمن,وثاقة في الباطن,م ن
من,يمن,أداة قوة وعون أساسية على كل عمل,م ن
من,منع,حَجْزُ ظاهر الشيء ما في باطنه شديداً؛ فلا يكون فيه منفذ إلى ما بداخله,م ن
مهـ,مهـهـ,خلو المتسع الممتد خُلُواً تاماً مع جلادة وجفاف,م هـ
مهـ,موهـ,رقة جرمِ الشيء وصفاؤه مع سيولته,م هـ
مهـ,مهـد,ليونة - أو رقة - في أثناء الشيء المتجمع؛ فلا يكون وعراً,م هـ
مهـ,مهـل,تسيب وتميع لما هو في الأصل مادة متينة غير مشوبة,م هـ
مهـ,مهـن,خُلُو الشيء من مادة الغلظ والشدة؛ فيكون ضعيفاً، أو سهلاً,م هـ
نن,نون,تجوفٌ وغُئُور - أو غَوْصٌ - إلى الداخل,ن ن
نن,أنن,وجود الشيء - أو امتداده - في أثناء، أو جوف,ن ن
نو,نوى,احتواء جوف الشيء على جِرم متجمع قوي يمتد فيه,ن و
نو,نوأ,انجذاب الشيء إلى أسفل بضغط من ثقله,ن و
ون,ونى,فتور - أو توقف - عن الحركة؛ لإعياء، أو نحوه,و ن
نأ,نأو,صرف وإبعاد بقوة,ن أ
أن,أنو,تهيؤ الشيء وصُلُوحُ حاله لما يراد به,أ  ن
أو,أون,اتساع الحيز لما يوضع فيه، وامتلاؤه به امتلاءً تامًا,أ و
أي,أين,لزوم الأرض، أو بطء مفارقتها,أ ي
نب,نبب,تجوف دقيق ممتد يكتنفه نتوء (يتكرر بانتظام),ن ب
نب,نبو,انتبار الشيء – أي ارتفاع جسمه - لتجمع (غليظ) في باطنه، أو تَوَتُّر لا يدعه ينخفض,ن ب
نب,نبأ,ظهور - أو طروء - مسبوق أو مكنوف بخفاء ما,ن ب
نب,نوب,عودٌ إلى الشيء - أو تناول له - مرَّةً بعد أخرى,ن ب
نب,نبت,امتداد الزرع الغض من الأرض ساميًا إلى أعلى,ن ب
نب,نبذ,طرح الشيء - أو تنحيته - بعيدًا مع تخلٍّ، أو ما يشبهه,ن ب
نب,نبز,عُرُوٌّ خَشِن ظاهر الشيء (ناشئًا عنه),ن ب
نب,نبط,نبع لطيف نافع من باطن شيءٍ وأثنائه بجهد,ن ب
نب,نبع,انبثاث رقيق الجرم أو خالصه من باطن متجمعا بلا جهد,ن ب
نت,نتت,نتوء بدقة وَحِدّة في ظاهر الشيء,ن ت
نت,نتق,نَزْعٌ - أو قَذْفٌ - لغليظ من جوف إلى الظاهر بقوة,ن ت
نث,نثث,انتشار من الكثيف الذي في باطن الشيء على سطحه بنحو الرشح,ن ث
نث,أنث,لين أثناء الشيء وعدم غِلَظها وصلادتها,ن ث
نث,نثر,تفرق الدقاق الكثيفة المتجمعة منتشرة,ن ث
نج,نجج,نفاذ كثيف غير شديد من باطن الشيء,ن ج
نج,نجو,خُلوص الجرم - أو نفاذه - مرتفعًا من بين ما يحيط به، أو يجاوره,ن ج
نج,نجد,رفع مع شَدٍّ - أو شِدَّةٍ واحتباس,ن ج
نج,نجس,حاد الأثر - أو الوقع - على الحس,ن ج
نج,نجم,طلوع الجرم – أو نتوءه - دقيقًا من سطح ينضم عليه,ن ج
نح,نحح,خروج الصوت (أو نحوه) من الجوف بجفاف واحتكاك وعرض,ن ح
نح,نحب,استفراغ أقوى المَدْخُورِ من طاقة، أو جهد، أو شيء في أمر تعمله,ن ح
نح,نحت,اقتطاع من ظاهر الجرم الجاف (باتجاه باطنه) بدقة نحو البَرْي,ن ح
نح,نحر,شق نافذ إلى باطن الحرم المُستعرِضِ يَخرج به مائعُه المذخور بغزارة,ن ح
نح,نحس,حدة ودقة تنبت مع فراغ أثناء,ن ح
نح,نحل,قوي - أو طيب - يحوزه الباطن يُفْرَزُ - أو يبذل - إلى حوزة أخرى,ن ح
نخ,نخخ,انخفاض القامة أي ذهاب الانتصاب وما إليه من الشموخ,ن خ
نخ,نخر,فراغ يمتد في أثناء شيء (شديد) مع رخاوة وضعف فيه,ن خ
نخ,نخل,ذهاب غليظ الشيء من أثنائه؛ فيرق - مع تماسكه، أو بقاء أصله,ن خ
